InteractorA,InteractorB,Correlation,t-statistic,p-value
AFFX-ThrX-3_at,X59798_at,0.80618149299209718,8.1753387804266904,1.0073888494940937e-09
AFFX-ThrX-3_at,Y10505_at,-0.81609831239796249,-8.4728827277651106,4.2708963942296322e-10
AFFX-ThrX-3_at,Z29074_at,0.81482929612534749,8.4336166470078329,4.7801141152222353e-10
AFFX-HUMISGF3A/M97935_5_at,AFFX-HUMISGF3A/M97935_MA_at,0.86735297547270818,10.456471492784008,1.8600258909548375e-12
AFFX-HUMISGF3A/M97935_MA_at,AFFX-HUMISGF3A/M97935_MB_at,0.89970321475606596,12.366993636021814,1.5978347121604675e-14
AFFX-HUMISGF3A/M97935_MA_at,L40387_at,0.8505300531659794,9.703220552630679,1.3807438295611351e-11
AFFX-HUMISGF3A/M97935_MA_at,M32315_at,0.81258284101491107,8.3649873848803011,5.8228054975240452e-10
AFFX-HUMISGF3A/M97935_MA_at,U52513_at,0.85609641723197771,9.9388894582856668,7.3160065426879759e-12
AFFX-HUMISGF3A/M97935_MA_at,U57592_at,0.79894952767208427,7.9709219480665165,1.8273629095659379e-09
AFFX-HUMISGF3A/M97935_MA_at,M79463_s_at,0.8075747548793194,8.2158939880781414,8.9564206012811207e-10
AFFX-HUMISGF3A/M97935_MA_at,M30703_s_at,0.86039267978813838,10.129582613212031,4.3992744281199276e-12
AFFX-HUMISGF3A/M97935_MA_at,M57731_s_at,0.8127001370623218,8.3685433430054541,5.7634977418545706e-10
AFFX-HUMISGF3A/M97935_MB_at,AFFX-HUMISGF3A/M97935_3_at,0.88719210870363152,11.53695302041459,1.1926561666656713e-13
AFFX-HUMISGF3A/M97935_MB_at,U45976_at,0.80911675282768181,8.261239995545461,7.8548596347473567e-10
AFFX-HUMISGF3A/M97935_MB_at,M79463_s_at,0.7989519795161546,7.970989581511768,1.8270014681415852e-09
AFFX-HUMISGF3A/M97935_MB_at,M97935_s_at,0.87057102071768977,10.615796696619345,1.2288273147084091e-12
AFFX-HUMISGF3A/M97935_MB_at,X57579_s_at,0.82287043515297986,8.6887895984586816,2.3066824659171636e-10
AFFX-HUMISGF3A/M97935_3_at,D28915_at,0.83010467287324696,8.9321380578426322,1.159986341143241e-10
AFFX-HUMISGF3A/M97935_3_at,X99699_at,0.83063310467808382,8.9504643493906109,1.1017956208043478e-10
AFFX-HUMISGF3A/M97935_3_at,M97935_s_at,0.94027668029610001,16.573075689322483,1.9868655565606941e-18
AFFX-HUMRGE/M10098_5_at,AFFX-HUMRGE/M10098_M_at,0.94339358627440106,17.06596955600541,7.7687945047005051e-19
AFFX-HUMRGE/M10098_5_at,AFFX-HUMRGE/M10098_3_at,0.86771369698615097,10.474061309554852,1.7765322625942008e-12
AFFX-HUMRGE/M10098_5_at,AFFX-M27830_5_at,0.85406771218174038,9.8515612806804214,9.2495506489405217e-12
AFFX-HUMRGE/M10098_M_at,AFFX-M27830_5_at,0.80491387601455744,8.1387785672283908,1.1202132165782229e-09
AFFX-HUMGAPDH/M33197_M_at,AFFX-HUMGAPDH/M33197_3_at,0.91999919900361593,14.084486186273978,3.236319926302563e-16
AFFX-HUMGAPDH/M33197_M_at,X01677_f_at,0.84025371166107432,9.2983834253321014,4.1809378736631954e-11
AFFX-HUMGAPDH/M33197_3_at,X01677_f_at,0.88535192260614282,11.425825392030944,1.5711712578799331e-13
AFFX-HSAC07/X00351_5_at,AFFX-HSAC07/X00351_M_at,0.94051667087041368,16.609686132654229,1.8516328616765339e-18
AFFX-HSAC07/X00351_5_at,X00351_f_at,0.88785174961566871,11.577412585661245,1.0791944136935504e-13
AFFX-HSAC07/X00351_M_at,X00351_f_at,0.90625761584432973,12.863054992581446,5.002465971317984e-15
AFFX-HSAC07/X00351_3_at,M10277_s_at,0.8613799378753314,10.174555473364276,3.90468880716485e-12
AFFX-HUMTFRR/M11507_5_at,AFFX-HUMTFRR/M11507_M_at,0.90670496610313145,12.898708629073282,4.6070515797684791e-15
AFFX-HUMTFRR/M11507_5_at,AFFX-HUMTFRR/M11507_3_at,0.87975086445506701,11.10247552700266,3.5352056232835913e-13
AFFX-HUMTFRR/M11507_5_at,D26308_at,0.85272373873961727,9.7946268543477952,1.0783335750824089e-11
AFFX-HUMTFRR/M11507_5_at,D38521_at,0.8068968845859319,8.196113506930045,9.4848292005626069e-10
AFFX-HUMTFRR/M11507_5_at,M27819_at,0.8147185777433178,8.4302079840718687,4.8271268583847499e-10
AFFX-HUMTFRR/M11507_5_at,U01317_cds6_at,0.84740755793544331,9.5762552567180546,1.9499431211337847e-11
AFFX-HUMTFRR/M11507_5_at,U02081_at,0.81377512314516054,8.4012728856711778,5.2455840454734146e-10
AFFX-HUMTFRR/M11507_5_at,U61836_at,0.80236827641621811,8.0663099034640897,1.3831940897135286e-09
AFFX-HUMTFRR/M11507_5_at,X01060_at,0.88596665842363687,11.462667581568404,1.4337105520294343e-13
AFFX-HUMTFRR/M11507_5_at,Z83821_cds2_at,0.80970213702085392,8.2785834444893371,7.470796003480669e-10
AFFX-HUMTFRR/M11507_5_at,U36341_rna1_at,0.82813495704945317,8.8645045180006825,1.4031421435035208e-10
AFFX-HUMTFRR/M11507_5_at,J05036_s_at,0.80039153991871903,8.0108903265617997,1.6259043018176964e-09
AFFX-HUMTFRR/M11507_5_at,X85116_rna1_s_at,0.82403129187953761,8.7269218982855374,2.0701233743169948e-10
AFFX-HUMTFRR/M11507_M_at,AFFX-HUMTFRR/M11507_3_at,0.94246341645123333,16.914816560348832,1.0337756462562752e-18
AFFX-HUMTFRR/M11507_M_at,D00726_at,0.83836613932376425,9.227898319206794,5.0814402324452831e-11
AFFX-HUMTFRR/M11507_M_at,D26308_at,0.92128604562654559,14.214247197499741,2.4431608432678094e-16
AFFX-HUMTFRR/M11507_M_at,M14016_at,0.83953452528524719,9.2713939922184583,4.5048303850992078e-11
AFFX-HUMTFRR/M11507_M_at,M27819_at,0.91389399208790023,13.507388951197887,1.1555088758327317e-15
AFFX-HUMTFRR/M11507_M_at,M60298_at,0.81777881793756746,8.5254469964391912,3.6741681106377636e-10
AFFX-HUMTFRR/M11507_M_at,M95623_cds1_at,0.79849139789497436,7.9583038142499971,1.8960792702231657e-09
AFFX-HUMTFRR/M11507_M_at,U01317_cds6_at,0.91368743321614221,13.488895297289954,1.2043482047243839e-15
AFFX-HUMTFRR/M11507_M_at,U29091_at,0.88834605984365755,11.60795219415348,1.0008940167352097e-13
AFFX-HUMTFRR/M11507_M_at,U29171_at,0.81301075543198775,8.3779745656903106,5.6091501367063492e-10
AFFX-HUMTFRR/M11507_M_at,U61836_at,0.81220399498122109,8.3535226657565254,6.018268104804285e-10
AFFX-HUMTFRR/M11507_M_at,X01060_at,0.95352406994872874,18.987136948128516,2.4274523942768055e-20
AFFX-HUMTFRR/M11507_M_at,X64364_at,0.86157667499569679,10.183570645597429,3.812567813905277e-12
AFFX-HUMTFRR/M11507_M_at,X64594_at,0.81735056602113954,8.5119898573714767,3.8183716137661379e-10
AFFX-HUMTFRR/M11507_M_at,X77737_at,0.87254317713406093,10.716197591128742,9.479366520492004e-13
AFFX-HUMTFRR/M11507_M_at,Z22548_at,0.821897003303937,8.6570738676501087,2.5242450004070554e-10
AFFX-HUMTFRR/M11507_M_at,Z83821_cds2_at,0.87515717466371079,10.852671952257355,6.6754494673898557e-13
AFFX-HUMTFRR/M11507_M_at,HG627-HT5097_s_at,0.81956132883728883,8.5819217277379103,3.1267926112548723e-10
AFFX-HUMTFRR/M11507_M_at,HG627-HT5098_s_at,0.90422083252355157,12.703739336697918,7.2405955833051451e-15
AFFX-HUMTFRR/M11507_M_at,M29610_s_at,0.83240688994739309,9.0125539706824185,9.2578427932650737e-11
AFFX-HUMTFRR/M11507_M_at,U05255_s_at,0.86626001116708529,10.403579747619487,2.1359976280928958e-12
AFFX-HUMTFRR/M11507_M_at,X85116_rna1_s_at,0.93520933832193942,15.846738888284817,8.2521459144785416e-18
AFFX-HUMTFRR/M11507_M_at,U01317_cds4_at,0.84507421264008631,9.483689451105155,2.5112391054841672e-11
AFFX-HUMTFRR/M11507_M_at,M71243_f_at,0.82684577089398015,8.8208059107189758,1.5872097162230252e-10
AFFX-HUMTFRR/M11507_3_at,AB000584_at,0.81829853750405424,8.5418358097032936,3.5059881332889406e-10
AFFX-HUMTFRR/M11507_3_at,D00726_at,0.80618614120895782,8.1754734314498219,1.00699534847696e-09
AFFX-HUMTFRR/M11507_3_at,D26308_at,0.91711271776365899,13.80403946450514,5.9793767060183632e-16
AFFX-HUMTFRR/M11507_3_at,M14016_at,0.83437553160765854,9.0825215519976812,7.613454773063617e-11
AFFX-HUMTFRR/M11507_3_at,M27819_at,0.90967827030483672,13.142041823703927,2.6368011335183768e-15
AFFX-HUMTFRR/M11507_3_at,M60298_at,0.80906439143281028,8.2596921381998847,7.8900949315651165e-10
AFFX-HUMTFRR/M11507_3_at,U01317_cds6_at,0.95041029686335221,18.335959392896228,7.602583316880941e-20
AFFX-HUMTFRR/M11507_3_at,U29091_at,0.86877374614353853,10.526141674887928,1.5510270281069277e-12
AFFX-HUMTFRR/M11507_3_at,U29171_at,0.81657571070622859,8.4877491141006498,4.0927855189706771e-10
AFFX-HUMTFRR/M11507_3_at,U61836_at,0.82980392101302136,8.9217424256609608,1.1943735534140487e-10
AFFX-HUMTFRR/M11507_3_at,X01060_at,0.89881099419689769,12.303030287323274,1.8599309320095552e-14
AFFX-HUMTFRR/M11507_3_at,X64364_at,0.86524483771497107,10.354988911872267,2.426255347765029e-12
AFFX-HUMTFRR/M11507_3_at,X77737_at,0.85750788899202224,10.00065927138774,6.2014899018242523e-12
AFFX-HUMTFRR/M11507_3_at,Z22548_at,0.81198806281944202,8.3470019853963837,6.1323955448309414e-10
AFFX-HUMTFRR/M11507_3_at,Z83821_cds2_at,0.87133147635890529,10.654256130869825,1.112368317318644e-12
AFFX-HUMTFRR/M11507_3_at,U36341_rna1_at,0.84873412446045271,9.6297542192789436,1.6855606347589501e-11
AFFX-HUMTFRR/M11507_3_at,HG627-HT5097_s_at,0.82241091018041801,8.6737883246088234,2.4071088766494148e-10
AFFX-HUMTFRR/M11507_3_at,HG627-HT5098_s_at,0.87577669518432633,10.88560389608115,6.1360181834644286e-13
AFFX-HUMTFRR/M11507_3_at,U05255_s_at,0.833830424597094,9.0630347658953525,8.0391120804553908e-11
AFFX-HUMTFRR/M11507_3_at,X85116_rna1_s_at,0.87189781571127301,10.683105168583781,1.0324442878059127e-12
AFFX-M27830_5_at,AFFX-M27830_M_at,0.82936674242380781,8.9066756240346034,1.2460597823890053e-10
AFFX-HSAC07/X00351_M_st,HG2229-HT2306_at,-0.82955909226510738,-8.9132982389028363,1.2230668608607985e-10
AFFX-HSAC07/X00351_M_st,M93283_at,0.81000431450643062,8.287564244545937,7.2794598349174157e-10
AFFX-HSAC07/X00351_M_st,X85178_at,-0.84501406863895678,-9.4813288563880089,2.5275290526797221e-11
AFFX-HSAC07/X00351_M_st,X90846_at,0.8402260594863542,9.2973426275909112,4.1929780492062346e-11
AB000115_at,D28915_at,0.80662673568183274,8.1882563797433452,9.703394990835354e-10
AB000115_at,M33882_at,0.84342469314054003,9.4193997017910291,2.9955532702249649e-11
AB000115_at,X67325_at,0.81984324023602551,8.5909224671513069,3.0475356147411376e-10
AB000115_at,X99699_at,0.80877859447002842,8.2512537081169199,8.0850248619585548e-10
AB000449_at,D78275_at,0.83402802976467949,9.070088774200034,7.8823041642679447e-11
AB000449_at,D80001_at,0.88123346415443482,11.185974855642074,2.8636033778683366e-13
AB000449_at,D86970_at,0.80694382973543866,8.1974803817213946,9.4473189315582995e-10
AB000449_at,L38951_at,0.80822169093393448,8.2348590928243386,8.4778212642176972e-10
AB000449_at,M22898_at,0.80588953746895975,8.1668899746534773,1.0323937859624577e-09
AB000449_at,D80000_at,0.79820148859935069,7.9503386516822099,1.9407983623855908e-09
AB000449_at,J03805_s_at,0.84359975903670237,9.4261786642112071,2.9402906081782773e-11
AB000467_at,U66726_at,0.82373216218031187,8.7170634327155803,2.1288135289143807e-10
AB000467_at,HG3236-HT3413_f_at,-0.8298710584444916,-8.924060895094426,1.1866157281641616e-10
AB000584_at,D26308_at,0.83734639364895758,9.1902861852061903,5.6403303473943724e-11
AB000584_at,M27819_at,0.82351528639274241,8.7099299878475716,2.1723321014712905e-10
AB000584_at,U01317_cds6_at,0.81967266671049577,8.5854742008582452,3.0952639655156091e-10
AB001325_at,D63485_at,0.81115745686074237,8.3220130210313705,6.5904713053398619e-10
AB001325_at,HG2566-HT4867_at,0.81710479194606556,8.5042860081404861,3.9034962002119166e-10
AB001325_at,S57235_at,-0.8011875344257936,-8.0331182872130338,1.5237577617717339e-09
AB001325_at,U00954_at,-0.80404613515456569,-8.1139342193826831,1.2041160892868025e-09
AB001325_at,X90761_at,0.80279453885025454,8.0783576045024095,1.3354872488964834e-09
AB002559_at,D14664_at,0.84021514115923435,9.2969317415919939,4.1977409696839189e-11
AB002559_at,M63138_at,0.82494293101168181,8.7571075895214321,1.9004348696779458e-10
AB002559_at,X64072_s_at,0.83748581705004843,9.1954095986774256,5.5606667139395311e-11
AB003103_at,D63875_at,0.82597450416116169,8.7915226179170798,1.7241125125572708e-10
AB003103_at,D83032_at,0.85581903996192077,9.9268492143124121,7.5559719800084054e-12
AB003103_at,D83776_at,0.80412903165679606,8.1163012730160826,1.1958548442031872e-09
AB003103_at,D87446_at,0.81484416054676712,8.4340744837597086,4.7738350543176642e-10
AB003103_at,D87450_at,0.88537619731782546,11.42727493569714,1.5655166513564161e-13
AB003103_at,D87969_at,0.80030696465133278,8.008535531669942,1.6371242485134468e-09
AB003103_at,L40392_at,0.80932496415511868,8.2674005806364601,7.7161946434686229e-10
AB003103_at,M92439_at,0.80706772359430767,8.2010898670315076,9.3489874456296475e-10
AB003103_at,D28473_s_at,0.81700315940201018,8.5011043914266917,3.9392114297373905e-10
AB003698_at,L28010_at,0.80197094121522516,8.0551109993455583,1.4290880656388513e-09
AB003698_at,M29064_at,0.81634419263944813,8.4805330359115629,4.1782784594537455e-10
AB003698_at,U09564_at,0.80178023037166879,8.0497464592177934,1.4516160451069359e-09
AB003698_at,D38073_at,0.83053471634885667,8.9470462993563054,1.1124192693680108e-10
AB006190_at,M29581_at,0.80293241367919599,8.0822618881731554,1.3203874377014628e-09
AC002115_cds1_at,M19483_at,0.82219500586177297,8.6667582246299055,2.4556887255608559e-10
AC002115_cds1_at,U36764_at,0.84980361830158724,9.6733583996832735,1.4972340103241312e-11
AF000231_at,D00763_at,0.86164746426437788,10.186818806927981,3.7799218054110736e-12
AF000231_at,D13636_at,0.81264149917931905,8.3667652970994446,5.7930757471883747e-10
AF000231_at,D14043_at,0.83164379876922145,8.9857335190879972,9.9801365530013729e-11
AF000231_at,D14658_at,0.87521328598616888,10.855645237241397,6.6248204224475392e-13
AF000231_at,D21260_at,0.80409797069589595,8.1154141913612055,1.1989440929425505e-09
AF000231_at,D21262_at,0.82331841407129125,8.703464770142352,2.2125541453330919e-10
AF000231_at,D43951_at,0.84761295403531534,9.5844966817984272,1.9066177023657942e-11
AF000231_at,D63476_at,0.79849082884974931,7.9582881649727657,1.896166099272101e-09
AF000231_at,D78275_at,0.80040933618268295,8.0113859901871347,1.6235525449083696e-09
AF000231_at,D80003_at,0.81920275922177532,8.570500896001338,3.2303799827359298e-10
AF000231_at,D80006_at,0.81460856211735766,8.4268236730014969,4.8742678871101336e-10
AF000231_at,D87074_at,0.806188487478808,8.1755414005826896,1.0067967762482663e-09
AF000231_at,D87447_at,0.8044171417517012,8.1245384923134711,1.1675513221464996e-09
AF000231_at,HG1862-HT1897_at,0.82474722088615893,8.7506094041647984,1.9357300963713934e-10
AF000231_at,HG4582-HT4987_at,0.81882046336816194,8.5583580124484886,3.3443414498317009e-10
AF000231_at,J03798_at,0.850095499327441,9.685333015872752,1.4493656062362719e-11
AF000231_at,K01911_at,0.8079807063299439,8.2277845537764378,8.6532440874938146e-10
AF000231_at,L10910_at,0.84504236305584501,9.4824392284674008,2.519853270936025e-11
AF000231_at,L13800_at,0.80388617045395283,8.1093703177437604,1.2202082031152628e-09
AF000231_at,L27706_at,0.80794631860129351,8.2267760103096936,8.6785503169390803e-10
AF000231_at,L43631_at,0.85525183160924012,9.9023276062885586,8.0697814438352741e-12
AF000231_at,M98833_at,0.8506779057696191,9.7093229643585381,1.3580973017466852e-11
AF000231_at,U18062_at,0.8176141292605531,8.5202668696571315,3.7290112224658098e-10
AF000231_at,U31383_at,0.83620202784317721,9.1484596102097413,6.3356686032044371e-11
AF000231_at,U32944_at,0.80719209357735389,8.2047163484824708,9.2512377606754707e-10
AF000231_at,U36922_at,0.83312129698056525,9.0378145868656485,8.6261465767544516e-11
AF000231_at,U51166_at,0.80298418961588158,8.0837290008913012,1.3147582074179963e-09
AF000231_at,U69127_at,0.80309585384981452,8.0868948508539624,1.3026937410926728e-09
AF000231_at,U70322_at,0.85767383487530846,10.007977162312509,6.0814453131823523e-12
AF000231_at,U79285_at,0.8389749843298081,9.2505099848198995,4.7728811505031619e-11
AF000231_at,X76648_at,0.86117048607300217,10.16497717196609,4.0050506555012327e-12
AF000231_at,X80230_at,0.80712476860790938,8.2027528430999563,9.3040335679984458e-10
AF000231_at,U30827_s_at,0.79926759929595725,7.9797050542541559,1.7810257112233142e-09
AF000231_at,U49020_cds2_s_at,0.88081120684403624,11.162044997025674,3.0415609683159019e-13
AF000231_at,M31523_at,0.83314435366348616,9.038632299688631,8.6064461756859657e-11
AF000231_at,X58399_at,0.85012271276508944,9.6864511033228862,1.4449763256445304e-11
AF000234_at,HG3565-HT3768_r_at,-0.8443896951288602,-9.4568969060066941,2.7025768493895129e-11
AF000234_at,U57341_at,-0.83620901973742212,-9.1487139505744235,6.3311871401316988e-11
AF002700_at,D49677_at,-0.80355476249979196,-8.0999308398631573,1.2541865231184513e-09
AF002700_at,D83018_at,0.84778571867905717,9.5914406312498031,1.8708740788173714e-11
AF002700_at,HG358-HT358_at,0.80581946228612344,8.1648646233176958,1.0384809071300833e-09
AF002700_at,HG4114-HT4384_at,0.80454750657735297,8.1282710258427855,1.1549506098718456e-09
AF002700_at,HG4332-HT4602_at,0.82276784495780031,8.6854359576262983,2.3287579124481427e-10
AF002700_at,L04947_at,-0.84281454165583791,-9.3958542726844332,3.1958397830046939e-11
AF002700_at,L76380_at,0.83563829065194062,9.1280015178697269,6.7069073195228359e-11
AF002700_at,M26683_at,0.82823482970968432,8.8679084094040537,1.389748196329292e-10
AF002700_at,M31153_at,-0.80335253346741708,-8.0941812103745985,1.2753512594452263e-09
AF002700_at,M81057_at,0.81870247714845357,8.5546173962605678,3.3802630275712448e-10
AF002700_at,U39905_at,0.82647256171457906,8.808237908557965,1.6445604962621301e-10
AF002700_at,U45982_at,0.81948216412500485,8.5793976094442339,3.149392399681726e-10
AF002700_at,U48213_at,-0.81261518741294136,-8.3659677023966701,5.8063938119816564e-10
AF002700_at,U60276_at,-0.80183336863746668,-8.0512405024788709,1.4453060074981768e-09
AF002700_at,U82311_at,0.83367416934784644,9.0574649423894638,8.1651645743914089e-11
AF002700_at,U82320_at,-0.86357679988023306,-10.276245070555486,2.9846589701627626e-12
AF002700_at,U82468_at,-0.82246966303777458,-8.6757033901232727,2.3940451580965811e-10
AF002700_at,V01510_rna1_at,-0.81329012492798836,-8.3864750073491248,5.4736299222993225e-10
AF002700_at,X01715_at,0.8042812689611144,8.1206517973179917,1.1808206115227379e-09
AF002700_at,X72177_rna1_at,0.85767292468583278,10.007936992498712,6.0820977688026474e-12
AF002700_at,X72882_at,-0.81507181844121579,-8.4410927313195145,4.6786229956056204e-10
AF002700_at,X79981_at,0.82098990498226165,8.6277298231939898,2.7440749636387235e-10
AF002700_at,X95190_at,-0.81233668972508855,-8.3575347606259047,5.9491198465863737e-10
AF002700_at,Y08976_at,0.80710857281955484,8.2022806365414596,9.3167760182372676e-10
AF002700_at,Y09561_at,-0.79869512749656457,-7.9639103553813673,1.8652294909289894e-09
AF002700_at,Y14140_at,0.81611190985415849,8.4733054381914368,4.2657249204713619e-10
AF002700_at,Z83803_at,-0.80488517101525303,-8.137954349879255,1.1228993434112615e-09
AF002700_at,M19828_s_at,-0.82368494697863137,-8.7155094252778813,2.138217934570788e-10
AF002700_at,X92518_s_at,0.83552965652178035,9.1240701837058111,6.7807413715070649e-11
AF002700_at,U31216_s_at,-0.80615455207415587,-8.1745584325060534,1.0096723915350915e-09
AF002700_at,X05855_at,-0.80459700125357914,-8.1296890022128032,1.1501998510854568e-09
AF002700_at,X65962_s_at,0.80602433597738488,8.1707887489790316,1.020777790811857e-09
AF002700_at,U66726_at,-0.81698032189866143,-8.5003897891259754,3.9472786959787479e-10
AF002700_at,U80987_s_at,-0.82646248764625174,-8.8078991681017591,1.6461350476901875e-10
AF002700_at,U83239_s_at,0.80656803490797246,8.1865510455319406,9.7515036400681082e-10
AF002700_at,M55422_at,0.83019811660796561,8.9353730851687629,1.1494918787018911e-10
AF002700_at,HG2600-HT2696_at,-0.8421296839728013,-9.3695748883818819,3.435527189296044e-11
